Name;Smiles;Inchi;CasRN;MeltingPoint;BoilingPoint;WaterSolubility_mg_mL;LogP;Ref;ppm_exp;n_peaks_exp;multiplicity_exp;n_Hs_exp;atom_number_exp;peak_centers_exp;ExperimentalConditions;ppm_pred;n_peaks_pred;multiplicity_pred;n_Hs_pred;atom_number_pred;peak_centers_pred;predCondition
TG(15:0/18:0/i-13:0);[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC;InChI=1S/C49H94O6/c1-5-7-9-11-13-15-17-19-20-21-23-25-29-34-38-42-49(52)55-46(44-54-48(51)41-37-33-30-26-27-31-35-39-45(3)4)43-53-47(50)40-36-32-28-24-22-18-16-14-12-10-8-6-2/h45-46H,5-44H2,1-4H3/t46-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102393;;;;;;;;;;;;;;
TG(15:0/18:0/a-13:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCC;InChI=1S/C49H94O6/c1-5-8-10-12-14-16-18-20-21-22-24-26-28-34-38-42-49(52)55-46(44-54-48(51)41-37-33-30-29-31-35-39-45(4)7-3)43-53-47(50)40-36-32-27-25-23-19-17-15-13-11-9-6-2/h45-46H,5-44H2,1-4H3/t45?,46-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102394;;;;;;;;;;;;;;
TG(15:0/i-18:0/14:0);[H][C@@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC(C)C;InChI=1S/C50H96O6/c1-5-7-9-11-13-15-17-22-26-30-34-38-42-49(52)55-45-47(44-54-48(51)41-37-33-29-25-20-16-14-12-10-8-6-2)56-50(53)43-39-35-31-27-23-19-18-21-24-28-32-36-40-46(3)4/h46-47H,5-45H2,1-4H3/t47-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102395;;;;;;;;;;;;;;
TG(a-15:0/18:0/14:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCC;InChI=1S/C50H96O6/c1-5-8-10-12-14-16-18-19-20-21-23-25-31-35-39-43-50(53)56-47(44-54-48(51)41-37-33-29-24-22-17-15-13-11-9-6-2)45-55-49(52)42-38-34-30-27-26-28-32-36-40-46(4)7-3/h46-47H,5-45H2,1-4H3/t46?,47-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102396;;;;;;;;;;;;;;
TG(a-15:0/18:0/i-14:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCC;InChI=1S/C50H96O6/c1-6-8-9-10-11-12-13-14-15-16-17-18-27-32-37-42-50(53)56-47(43-54-48(51)40-35-30-25-21-19-23-28-33-38-45(3)4)44-55-49(52)41-36-31-26-22-20-24-29-34-39-46(5)7-2/h45-47H,6-44H2,1-5H3/t46?,47-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102397;;;;;;;;;;;;;;
TG(a-15:0/i-18:0/i-14:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCC(C)C;InChI=1S/C50H96O6/c1-7-46(6)38-32-26-20-15-17-22-28-34-40-49(52)55-43-47(42-54-48(51)39-33-27-21-16-14-19-25-31-37-45(4)5)56-50(53)41-35-29-23-13-11-9-8-10-12-18-24-30-36-44(2)3/h44-47H,7-43H2,1-6H3/t46?,47-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102398;;;;;;;;;;;;;;
TG(a-15:0/i-18:0/14:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCC(C)C;InChI=1S/C50H96O6/c1-6-8-9-10-11-12-15-19-25-30-35-40-48(51)54-43-47(44-55-49(52)41-36-31-26-22-21-24-29-34-39-46(5)7-2)56-50(53)42-37-32-27-20-17-14-13-16-18-23-28-33-38-45(3)4/h45-47H,6-44H2,1-5H3/t46?,47-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102399;;;;;;;;;;;;;;
TG(i-15:0/18:0/i-14:0);[H][C@](COC(=O)CCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC;InChI=1S/C50H96O6/c1-6-7-8-9-10-11-12-13-14-15-16-19-27-32-37-42-50(53)56-47(44-55-49(52)41-36-31-26-22-21-24-29-34-39-46(4)5)43-54-48(51)40-35-30-25-20-17-18-23-28-33-38-45(2)3/h45-47H,6-44H2,1-5H3/t47-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102400;;;;;;;;;;;;;;
TG(15:0/i-18:0/i-14:0);[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCC(C)C;InChI=1S/C50H96O6/c1-6-7-8-9-10-11-12-16-19-25-30-35-40-48(51)54-43-47(44-55-49(52)41-36-31-26-22-21-24-29-34-39-46(4)5)56-50(53)42-37-32-27-20-17-14-13-15-18-23-28-33-38-45(2)3/h45-47H,6-44H2,1-5H3/t47-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102401;;;;;;;;;;;;;;
TG(i-15:0/i-18:0/14:0);[H][C@@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCC(C)C;InChI=1S/C50H96O6/c1-6-7-8-9-10-11-14-20-25-30-35-40-48(51)54-43-47(44-55-49(52)41-36-31-26-22-17-19-24-29-34-39-46(4)5)56-50(53)42-37-32-27-21-16-13-12-15-18-23-28-33-38-45(2)3/h45-47H,6-44H2,1-5H3/t47-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102402;;;;;;;;;;;;;;
TG(i-15:0/18:0/14:0);[H][C@@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC;InChI=1S/C50H96O6/c1-5-7-9-11-13-15-17-18-19-20-22-26-31-35-39-43-50(53)56-47(44-54-48(51)41-37-33-29-25-21-16-14-12-10-8-6-2)45-55-49(52)42-38-34-30-27-23-24-28-32-36-40-46(3)4/h46-47H,5-45H2,1-4H3/t47-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102404;;;;;;;;;;;;;;
TG(a-15:0/18:0/15:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCC;InChI=1S/C51H98O6/c1-5-8-10-12-14-16-18-20-21-22-24-26-32-36-40-44-51(54)57-48(45-55-49(52)42-38-34-30-25-23-19-17-15-13-11-9-6-2)46-56-50(53)43-39-35-31-28-27-29-33-37-41-47(4)7-3/h47-48H,5-46H2,1-4H3/t47?,48-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102407;;;;;;;;;;;;;;
TG(a-15:0/18:0/i-15:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCC;InChI=1S/C51H98O6/c1-6-8-9-10-11-12-13-14-15-16-17-20-28-33-38-43-51(54)57-48(44-55-49(52)41-36-31-26-21-18-19-24-29-34-39-46(3)4)45-56-50(53)42-37-32-27-23-22-25-30-35-40-47(5)7-2/h46-48H,6-45H2,1-5H3/t47?,48-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102408;;;;;;;;;;;;;;
TG(a-15:0/i-18:0/i-15:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCC(C)C;InChI=1S/C51H98O6/c1-7-47(6)39-33-27-21-17-18-23-29-35-41-50(53)56-44-48(43-55-49(52)40-34-28-22-16-12-14-20-26-32-38-46(4)5)57-51(54)42-36-30-24-15-11-9-8-10-13-19-25-31-37-45(2)3/h45-48H,7-44H2,1-6H3/t47?,48-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102409;;;;;;;;;;;;;;
TG(a-15:0/i-18:0/15:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCC(C)C;InChI=1S/C51H98O6/c1-6-8-9-10-11-12-13-17-20-26-31-36-41-49(52)55-44-48(45-56-50(53)42-37-32-27-23-22-25-30-35-40-47(5)7-2)57-51(54)43-38-33-28-21-18-15-14-16-19-24-29-34-39-46(3)4/h46-48H,6-45H2,1-5H3/t47?,48-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102410;;;;;;;;;;;;;;
TG(i-15:0/i-18:0/a-15:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCC(C)C;InChI=1S/C51H98O6/c1-7-47(6)39-33-27-21-17-18-23-29-35-41-50(53)56-44-48(43-55-49(52)40-34-28-22-16-12-14-20-26-32-38-46(4)5)57-51(54)42-36-30-24-15-11-9-8-10-13-19-25-31-37-45(2)3/h45-48H,7-44H2,1-6H3/t47?,48-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102411;;;;;;;;;;;;;;
TG(15:0/i-18:0/a-15:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCC(C)C;InChI=1S/C51H98O6/c1-6-8-9-10-11-12-13-17-20-26-31-36-41-49(52)55-44-48(45-56-50(53)42-37-32-27-23-22-25-30-35-40-47(5)7-2)57-51(54)43-38-33-28-21-18-15-14-16-19-24-29-34-39-46(3)4/h46-48H,6-45H2,1-5H3/t47?,48-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102412;;;;;;;;;;;;;;
TG(15:0/i-18:0/i-15:0);[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCC(C)C;InChI=1S/C51H98O6/c1-6-7-8-9-10-11-12-16-21-26-31-36-41-49(52)55-44-48(45-56-50(53)42-37-32-27-23-18-20-25-30-35-40-47(4)5)57-51(54)43-38-33-28-22-17-14-13-15-19-24-29-34-39-46(2)3/h46-48H,6-45H2,1-5H3/t48-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102413;;;;;;;;;;;;;;
TG(i-15:0/i-18:0/15:0);[H][C@@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCC(C)C;InChI=1S/C51H98O6/c1-6-7-8-9-10-11-12-16-21-26-31-36-41-49(52)55-44-48(45-56-50(53)42-37-32-27-23-18-20-25-30-35-40-47(4)5)57-51(54)43-38-33-28-22-17-14-13-15-19-24-29-34-39-46(2)3/h46-48H,6-45H2,1-5H3/t48-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102414;;;;;;;;;;;;;;
TG(i-15:0/18:0/a-15:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCC;InChI=1S/C51H98O6/c1-6-8-9-10-11-12-13-14-15-16-17-20-28-33-38-43-51(54)57-48(44-55-49(52)41-36-31-26-21-18-19-24-29-34-39-46(3)4)45-56-50(53)42-37-32-27-23-22-25-30-35-40-47(5)7-2/h46-48H,6-45H2,1-5H3/t47?,48-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102415;;;;;;;;;;;;;;
TG(i-15:0/18:0/15:0);[H][C@@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC;InChI=1S/C51H98O6/c1-5-7-9-11-13-15-17-19-20-21-23-27-32-36-40-44-51(54)57-48(45-55-49(52)42-38-34-30-26-22-18-16-14-12-10-8-6-2)46-56-50(53)43-39-35-31-28-24-25-29-33-37-41-47(3)4/h47-48H,5-46H2,1-4H3/t48-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102416;;;;;;;;;;;;;;
TG(15:0/18:0/i-15:0);[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC;InChI=1S/C51H98O6/c1-5-7-9-11-13-15-17-19-20-21-23-27-32-36-40-44-51(54)57-48(45-55-49(52)42-38-34-30-26-22-18-16-14-12-10-8-6-2)46-56-50(53)43-39-35-31-28-24-25-29-33-37-41-47(3)4/h47-48H,5-46H2,1-4H3/t48-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102417;;;;;;;;;;;;;;
TG(15:0/i-18:0/16:0);[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC(C)C;InChI=1S/C52H100O6/c1-5-7-9-11-13-15-17-19-24-28-32-36-40-44-51(54)57-47-49(46-56-50(53)43-39-35-31-27-23-18-16-14-12-10-8-6-2)58-52(55)45-41-37-33-29-25-21-20-22-26-30-34-38-42-48(3)4/h48-49H,5-47H2,1-4H3/t49-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102419;;;;;;;;;;;;;;
TG(a-15:0/18:0/i-16:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCC;InChI=1S/C52H100O6/c1-6-8-9-10-11-12-13-14-15-16-17-22-29-34-39-44-52(55)58-49(46-57-51(54)43-38-33-28-24-23-26-31-36-41-48(5)7-2)45-56-50(53)42-37-32-27-21-19-18-20-25-30-35-40-47(3)4/h47-49H,6-46H2,1-5H3/t48?,49-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102421;;;;;;;;;;;;;;
TG(a-15:0/i-18:0/i-16:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCC(C)C;InChI=1S/C52H100O6/c1-7-48(6)40-34-28-22-18-19-24-30-36-42-51(54)57-45-49(44-56-50(53)41-35-29-23-16-13-12-15-21-27-33-39-47(4)5)58-52(55)43-37-31-25-17-11-9-8-10-14-20-26-32-38-46(2)3/h46-49H,7-45H2,1-6H3/t48?,49-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102422;;;;;;;;;;;;;;
TG(a-15:0/i-18:0/16:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCC(C)C;InChI=1S/C52H100O6/c1-6-8-9-10-11-12-13-14-18-21-27-32-37-42-50(53)56-45-49(46-57-51(54)43-38-33-28-24-23-26-31-36-41-48(5)7-2)58-52(55)44-39-34-29-22-19-16-15-17-20-25-30-35-40-47(3)4/h47-49H,6-46H2,1-5H3/t48?,49-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102423;;;;;;;;;;;;;;
TG(i-15:0/18:0/i-16:0);[H][C@@](COC(=O)CCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC;InChI=1S/C52H100O6/c1-6-7-8-9-10-11-12-13-14-15-16-23-29-34-39-44-52(55)58-49(46-57-51(54)43-38-33-28-24-19-21-26-31-36-41-48(4)5)45-56-50(53)42-37-32-27-22-18-17-20-25-30-35-40-47(2)3/h47-49H,6-46H2,1-5H3/t49-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102424;;;;;;;;;;;;;;
TG(15:0/i-18:0/i-16:0);[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCC(C)C;InChI=1S/C52H100O6/c1-6-7-8-9-10-11-12-16-22-27-32-37-42-50(53)56-45-49(46-57-51(54)43-38-33-28-23-19-18-21-26-31-36-41-48(4)5)58-52(55)44-39-34-29-24-17-14-13-15-20-25-30-35-40-47(2)3/h47-49H,6-46H2,1-5H3/t49-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102425;;;;;;;;;;;;;;
TG(i-15:0/i-18:0/16:0);[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCC(C)C;InChI=1S/C52H100O6/c1-6-7-8-9-10-11-12-13-17-22-27-32-37-42-50(53)56-45-49(46-57-51(54)43-38-33-28-24-19-21-26-31-36-41-48(4)5)58-52(55)44-39-34-29-23-18-15-14-16-20-25-30-35-40-47(2)3/h47-49H,6-46H2,1-5H3/t49-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102426;;;;;;;;;;;;;;
TG(i-15:0/i-18:0/i-16:0);[H][C@@](COC(=O)CCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCC(C)C;InChI=1S/C52H100O6/c1-46(2)38-32-26-20-14-9-7-8-10-18-25-31-37-43-52(55)58-49(45-57-51(54)42-36-30-24-19-13-16-22-28-34-40-48(5)6)44-56-50(53)41-35-29-23-17-12-11-15-21-27-33-39-47(3)4/h46-49H,7-45H2,1-6H3/t49-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102427;;;;;;;;;;;;;;
TG(i-15:0/18:0/16:0);[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC;InChI=1S/C52H100O6/c1-5-7-9-11-13-15-17-19-20-22-24-28-33-37-41-45-52(55)58-49(47-57-51(54)44-40-36-32-29-25-26-30-34-38-42-48(3)4)46-56-50(53)43-39-35-31-27-23-21-18-16-14-12-10-8-6-2/h48-49H,5-47H2,1-4H3/t49-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102428;;;;;;;;;;;;;;
TG(15:0/18:0/i-16:0);[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC;InChI=1S/C52H100O6/c1-5-7-9-11-13-15-17-19-20-21-23-29-33-37-41-45-52(55)58-49(46-56-50(53)43-39-35-31-27-22-18-16-14-12-10-8-6-2)47-57-51(54)44-40-36-32-28-25-24-26-30-34-38-42-48(3)4/h48-49H,5-47H2,1-4H3/t49-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102429;;;;;;;;;;;;;;
TG(a-15:0/18:0/a-17:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCC;InChI=1S/C53H102O6/c1-6-9-10-11-12-13-14-15-16-17-18-23-30-35-40-45-53(56)59-50(47-58-52(55)44-39-34-29-25-24-27-32-37-42-49(5)8-3)46-57-51(54)43-38-33-28-22-20-19-21-26-31-36-41-48(4)7-2/h48-50H,6-47H2,1-5H3/t48?,49?,50-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102430;;;;;;;;;;;;;;
TG(15:0/i-18:0/17:0);[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC(C)C;InChI=1S/C53H102O6/c1-5-7-9-11-13-15-17-19-20-25-29-33-37-41-45-52(55)58-48-50(47-57-51(54)44-40-36-32-28-24-18-16-14-12-10-8-6-2)59-53(56)46-42-38-34-30-26-22-21-23-27-31-35-39-43-49(3)4/h49-50H,5-48H2,1-4H3/t50-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102431;;;;;;;;;;;;;;
TG(a-15:0/18:0/17:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCC;InChI=1S/C53H102O6/c1-5-8-10-12-14-16-18-20-22-24-26-28-34-38-42-46-53(56)59-50(48-58-52(55)45-41-37-33-30-29-31-35-39-43-49(4)7-3)47-57-51(54)44-40-36-32-27-25-23-21-19-17-15-13-11-9-6-2/h49-50H,5-48H2,1-4H3/t49?,50-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102432;;;;;;;;;;;;;;
TG(a-15:0/18:0/i-17:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCC;InChI=1S/C53H102O6/c1-6-8-9-10-11-12-13-14-15-16-19-23-30-35-40-45-53(56)59-50(47-58-52(55)44-39-34-29-25-24-27-32-37-42-49(5)7-2)46-57-51(54)43-38-33-28-22-20-17-18-21-26-31-36-41-48(3)4/h48-50H,6-47H2,1-5H3/t49?,50-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102433;;;;;;;;;;;;;;
TG(a-15:0/i-18:0/i-17:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCC(C)C;InChI=1S/C53H102O6/c1-7-49(6)41-35-29-23-19-20-25-31-37-43-52(55)58-46-50(45-57-51(54)42-36-30-24-17-14-10-12-16-22-28-34-40-48(4)5)59-53(56)44-38-32-26-18-13-9-8-11-15-21-27-33-39-47(2)3/h47-50H,7-46H2,1-6H3/t49?,50-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102434;;;;;;;;;;;;;;
TG(a-15:0/i-18:0/17:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCC(C)C;InChI=1S/C53H102O6/c1-6-8-9-10-11-12-13-14-15-19-22-28-33-38-43-51(54)57-46-50(47-58-52(55)44-39-34-29-25-24-27-32-37-42-49(5)7-2)59-53(56)45-40-35-30-23-20-17-16-18-21-26-31-36-41-48(3)4/h48-50H,6-47H2,1-5H3/t49?,50-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102435;;;;;;;;;;;;;;
TG(i-15:0/18:0/i-17:0);[H][C@@](COC(=O)CCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC;InChI=1S/C53H102O6/c1-6-7-8-9-10-11-12-13-14-15-18-24-30-35-40-45-53(56)59-50(47-58-52(55)44-39-34-29-25-20-22-27-32-37-42-49(4)5)46-57-51(54)43-38-33-28-23-19-16-17-21-26-31-36-41-48(2)3/h48-50H,6-47H2,1-5H3/t50-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102436;;;;;;;;;;;;;;
TG(i-15:0/i-18:0/a-17:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCC(C)C;InChI=1S/C53H102O6/c1-7-49(6)41-35-29-23-17-12-13-18-24-30-36-42-51(54)57-45-50(46-58-52(55)43-37-31-25-20-14-16-22-28-34-40-48(4)5)59-53(56)44-38-32-26-19-11-9-8-10-15-21-27-33-39-47(2)3/h47-50H,7-46H2,1-6H3/t49?,50-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102437;;;;;;;;;;;;;;
TG(a-15:0/i-18:0/a-17:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCC(C)C;InChI=1S/C53H102O6/c1-7-48(5)40-34-28-22-16-13-14-17-24-30-36-42-51(54)57-45-50(46-58-52(55)43-37-31-25-20-19-23-29-35-41-49(6)8-2)59-53(56)44-38-32-26-18-12-10-9-11-15-21-27-33-39-47(3)4/h47-50H,7-46H2,1-6H3/t48?,49?,50-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102439;;;;;;;;;;;;;;
TG(15:0/i-18:0/i-17:0);[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCC(C)C;InChI=1S/C53H102O6/c1-6-7-8-9-10-11-12-18-23-28-33-38-43-51(54)57-46-50(47-58-52(55)44-39-34-29-24-20-15-17-22-27-32-37-42-49(4)5)59-53(56)45-40-35-30-25-19-14-13-16-21-26-31-36-41-48(2)3/h48-50H,6-47H2,1-5H3/t50-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102440;;;;;;;;;;;;;;
TG(i-15:0/18:0/a-17:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC;InChI=1S/C53H102O6/c1-6-8-9-10-11-12-13-14-15-16-17-24-30-35-40-45-53(56)59-50(47-58-52(55)44-39-34-29-25-20-21-26-31-36-41-48(3)4)46-57-51(54)43-38-33-28-23-19-18-22-27-32-37-42-49(5)7-2/h48-50H,6-47H2,1-5H3/t49?,50-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102442;;;;;;;;;;;;;;
